F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931579.mp3|Aldemar da Penha Correia
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931580.mp3|Alzenira Araújo da Silva
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931581.mp3|O Filipe Vieira tinha seguido o Pedro Silva no Instagram
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931585.mp3|Minha encomenda já saiu para a entrega.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931587.mp3|O não cumprimento desta obrigação determinará a perda de adesão provisória.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931588.mp3|Cabeça vazia, oficina do diabo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931590.mp3|Antônio Eucirley Oliveira do Nascimento
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931591.mp3|Já foi dito antes, mas tem que ser repetido.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931592.mp3|A mancha sempre cai em boas roupas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931594.mp3|Os tutores da prática darão, no seu caso, a aprovação do relatório.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931596.mp3|Alda de Freitas Muniz
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931597.mp3|Antônio Emidio da Silva
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931605.mp3|Subsídios para o culto religioso deixam de existir com esta nova lei.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931607.mp3|Se este for o caso, o corredor ferroviário mediterrâneo estará entre esses projetos prioritários.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931644.mp3|Antônio Lopes Bezerra
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931645.mp3|A penalidade se tornará firme no dia seguinte à notificação.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24931647.mp3|Alcindo da Silva Pereira
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010977.mp3|Rafael e Giovanna
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010978.mp3|Foi muito legal.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010979.mp3|Antônio José Soares Moreno
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010980.mp3|Antônio Rodrigues de Souza
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010987.mp3|Benedito da Silva
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010988.mp3|Serra Talhada
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010989.mp3|Três Pontas
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010992.mp3|Antônia Barbosa de Oliveira
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010994.mp3|Os peritos concluiram que não foi suicídio.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010997.mp3|qual seria de extrema importância a existência de um mecanismo
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25010999.mp3|Araras
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011000.mp3|Esteio
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011002.mp3|Penso que não.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011003.mp3|Antônio Elizeu da Silva
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011007.mp3|não pode ter um enfoque único, mas múltiplo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011009.mp3|O investigador fez diversas perguntas ao hacker.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011013.mp3|Isso não deve surpreender você.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011015.mp3|Antônio Lisboa de Almeida
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011021.mp3|Armando Alves de Souza
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011022.mp3|Benedita Antônia de Freitas
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011028.mp3|parece ainda mais grave quando se sabe que sete milhões deles não estudam
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011031.mp3|Morada Nova
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011033.mp3|Era uma maravilha de lugar.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011034.mp3|Para qual Sociedade do Conhecimento?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011036.mp3|A estrada para São Paulo foi duplicada.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011040.mp3|Espalhe a água e deixe-os de molho por vinte e quatro horas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011041.mp3|Antônio Lau
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25011043.mp3|Belino Ferreira Medeiros
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163425.mp3|Vitória de Santo Antão
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163426.mp3|Antonella e Gustavo
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163427.mp3|Ele é vinculado ao tráfico.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163428.mp3|Antônio Francisco Nunes
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163476.mp3|Tamara, Marlon, Welligton, Esdras e Diego
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163478.mp3|Carla Henriete Moreira Pereira
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163486.mp3|Superfície de serviço de manutenção e limpeza de grelhas de irrigação.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163499.mp3|Wandernira da Silva Mesquita
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163500.mp3|Procedimento de reunião
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163502.mp3|Eu não estou aqui há muito tempo!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163512.mp3|O Porto de Mariel fica em Cuba
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163521.mp3|Antônio de Oliveira Magalhaes
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163522.mp3|O Romário nunca jogou com o Pelé.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163524.mp3|Apagou os logs do sistema.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163525.mp3|Cineu Roque da Silva
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163532.mp3|Essa planta está doente.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163534.mp3|Tá seguro.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163535.mp3|Antônio Francisco dos Santos
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163541.mp3|Carmem Amancio Lima
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163543.mp3|Ela ainda se levantou com os dentes
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163545.mp3|Hortolândia
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163547.mp3|Acabei de conhecer no jantar
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25163548.mp3|São Bento do Una
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980149.mp3|Esta ação pode incluir atividades de conscientização, informação e divulgação.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980150.mp3|Eder, Geisa, Everton, Cibele e Jean
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980151.mp3|Aldenir Francisco Justino
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980153.mp3|Heitor e Maria Eduarda
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980167.mp3|Rodrigo convidou Antônio, Diego, Pedro, Guilherme
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980168.mp3|Alaide Moura
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980177.mp3|Arisson Diniz Barros
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980178.mp3|Os certificados aprovados nos exames emitidos permitirão o título profissional de pescador.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980179.mp3|São João Del Rei
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980180.mp3|Alice Tanaka
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980181.mp3|Nós nunca vamos repetir o suficiente.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980190.mp3|Deixa quieto.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980191.mp3|Horizonte
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980202.mp3|Alguns são raros e os outros são impotentes.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980204.mp3|Ceucimar Bento da Silva
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980205.mp3|Torno-me eles e não eu.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980224.mp3|Deixo claro que em nenhum momento tenho a intenção de tirar a responsabilidade
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980225.mp3|Alzenira Teixeira de Lima
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980227.mp3|Timon
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980234.mp3|A Record vai transmitir o campeonato.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980249.mp3|Qual o seu Telegram?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980250.mp3|Você trouxe o presente do José?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980252.mp3|Adolfo Rodrigues Kauffmann
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980254.mp3|A Band mostrou bem o lance.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980463.mp3|Nós mudamos o assento da cadeira mais de cinco vezes.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980472.mp3|Na aldeia não havia ninguém com quem entreter durante o dia.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980473.mp3|Palmeira Dos Índios
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980474.mp3|Alaine dos Santos Pereira
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980475.mp3|A neve, para quem a vê.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980481.mp3|Bruno Nascimento Pereira
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980494.mp3|Não precisa de sacolinha, obrigado.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980495.mp3|Atiele Fernandes Caetano
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_24980497.mp3|Cada um tem o que ele merece.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19332654.mp3|um grupo de pessoas olhando para suas câmeras
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19332655.mp3|Um homem passa por uma loja que tem um nome em francês.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19332656.mp3|Demora duas horas para treinar este modelo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19332657.mp3|O resultado é ao lado
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19332658.mp3|Há também cheesecake
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19363273.mp3|O céu é lindo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19363274.mp3|Como o começo da situação
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19363275.mp3|Você tem um nervo acusando as pessoas de coisas!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19372081.mp3|Pequenos corpos têm grandes almas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19372082.mp3|Uma pessoa com um chapéu azul está em trilhas na neve.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19372084.mp3|Faz tanto tempo desde que eu vi você!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19445461.mp3|A janela se abriu para fora.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19445465.mp3|Dois meninos estão limpando as folhas caídas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19445466.mp3|Muito bem, ele respondeu.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19445467.mp3|Fui multado injustamente
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19451630.mp3|O que eu poderia fazer?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19451632.mp3|Que tal um pouco de vinho?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19451633.mp3|uma grande parte dele
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19455220.mp3|Fio de malha mantém os pintos dentro.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19455222.mp3|O discurso continuará.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19455223.mp3|Ele é o homem que os anúncios são escritos para.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19455225.mp3|Qual é o tempo na Polónia?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19459614.mp3|Dieta imperial
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19459615.mp3|Nós devemos ser bons.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19464408.mp3|Ligar para o meu irmão.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19464410.mp3|Ela chorou por uma hora.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19464412.mp3|Um homem sentado na calçada com a camisa na cabeça.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19575068.mp3|Um grupo de homens está em um ônibus
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19575069.mp3|Ela está sendo infectada com gripe.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19575070.mp3|Uma garota de camisa rosa está esparramando seus membros no ar.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19575072.mp3|Os clientes estão comprando um mercado lateral chinês.
